"","","(Intercept)","Gender","PossessionsStudyDesk","PossessionsStudyOwnRoom","PossessionsStudyStudyPlace","PossessionsStudyComputer","PossessionsStudySoftware","PossessionsStudyInternet","PossessionsStudyTextbooks","PossessionsStudyTechnicalBooks","PossessionsNonStudy","PossessionsWealth","Enjoyment","MotivatingFactors","AtHomeMother","AtHomeFather","AtHomeBrothers","AtHomeSisters","SenseOfBelonging","AttitudeToSchool","PerceivedControl"
"1","AE","-0.477734573048372","0.0243541639886541","-0.0575350385765113","-0.00505184437300469","0.00342413448227927","0","0.00390687318064003","0.109597051465262","-0.0124952535911186","-0.0541836029264212","0.0777222664294963","-0.0158745546629693","0.709773904116234","0.0464347808486214","0","0.122464424202809","0.040773679244729","0.0400104903658563","0.0378381272969171","0.168980090732879","0.0840301099109888"
"1","AL","-0.192423128947519","0.0105397093863905","0.118018243297334","-0.0169183938300251","0.12774931683252","0","-0.00804365979106641","-0.0374457915763437","0.0699207245749083","-0.0191335867611237","0.0257148453957429","-0.0191500929276983","0.482130664634283","0.0561161164360653","0.0616251984685831","-0.0616988307713229","0.125553542626397","-0.0136716165363341","0.035302535861328","0.190220793113525","0.0276977707648106"
"1","AT","-0.940879916992833","0.1525753038308","0.10667650190941","-0.0491313966098222","0.0536206213239177","0.189105919718909","-0.00786543473887607","0.0420224383561952","0.0894356271366823","-0.00416055850241939","0.0439279846167399","0.0109990582679411","0.410770073729839","0.0837970441983614","0.290694660008753","0.0947310682530136","-0.0892214555830535","-0.0668266124585488","0.0171704935483861","0.202690623039725","0.137387745701347"
"1","AU","-0.44113929371959","0.212928109880649","0.164690133273037","0.191357233008687","0.129348970231859","-0.0187487286879185","0.0582396541971213","-0.0809114608158068","0.114286328703088","0.00697824818687257","-0.00270770566875192","-0.039158716177154","0.314122214625019","0.0562082396320916","0.0105812331927679","0.0515713183443071","-0.0735047983795727","0.0732145655549888","-0.000867898266332439","0.32272086644935","-0.00485995785821601"
"1","BE","-0.379147085817866","0.237434978634912","0.265514186066781","-0.00454910186288977","-0.111792409878696","0.717485236743014","0.0767709910197642","-0.46762848980912","0.21028289407753","0.0021881834561556","-0.0178680473012528","-0.0434744001970412","0.161743031885434","0.0786105068968464","-0.119798857974196","0.121693359118681","-0.0351705195584668","-0.126846113360311","0.00413695467859123","0.277209316302571","0.041178339294507"
"1","BG","-0.149716779645309","0.0890028648007271","-0.109908064568664","-0.160959556172108","-0.00886485327374081","0.0753125895210028","0.120878207677726","-0.104239331404585","0.113205187557397","0.0102519394069467","0.108755080051144","0.0360947553922328","0.533989078060624","0.115032989198947","0.114406049851965","0.10206878485253","0.030676236549761","0.00260258931430362","0.0523745980136488","0.143634396426688","-0.00751519274393581"
"1","BR","-0.0744390322804353","0.146847368445563","0.0671837246588817","-0.0399174517258329","0.096286662247971","-0.0518808538940266","0.0294644875354778","0.0210027193742119","0","0.00256985621243099","0.068809739046148","0.0264064534810918","0.532673190235664","0.0246184211655866","0.00265948417448158","-0.022568662755119","-0.0187094661733059","0.0161679627833795","0.0279670440061968","0.181378771275888","0.0495045609005224"
"1","CA","-0.372071234969417","0.215586455910084","0.131483913151354","-0.0790442395088434","0.176388432837062","0.169845843812998","0.0285192596923515","-0.181883328575817","0.0640265845254179","0","0.00914655341575331","0.00416186101995963","0.260437028507465","0.159430065489645","-0.0419581843165129","0.15047905482461","-0.083517894364508","-0.0350274643711128","0.03492392768053","0.208198388159025","0.0841577192178769"
"1","CH","-0.289877323756672","0.222215869005595","-0.00336051532701674","-0.00619448432034034","0.181429611079221","-0.0473166650594322","0.0493480533583472","-0.0131808354813779","0.109551770269435","0.00270749726123509","0.00797183212303698","-0.0807321703149934","0.372115692844829","0.0850995041322782","0.0191935712980648","0.117906724488851","-0.178197416424838","-0.103594909841875","0.0346940407343582","0.20743493885654","0.0572992220020884"
"1","CL","-0.0696192605165162","0.102445930945984","0.0708096653900555","0.106769033239941","0.0182666579440833","-0.104259229634222","0.103510705108975","0.0220133133968238","-0.0863284246052746","0.00292006186494973","0.0275632106665844","0","0.48744980286719","0.0225701152568923","0.105354638664976","-0.0088462723664817","-0.0191677254960408","0.0135960810271031","-0.0286375572178536","0.184702095682173","0.0392976655225586"
"1","CR","0.0908834236955557","0.163549326643724","0.103517774770025","-0.0760727942464577","0.042438674984842","0.438726870191955","-0.107023511924149","-0.199844632150432","0.0463685960987518","-0.0113366190976121","0.0370699532669781","-0.0161259583192798","0.299317714925346","0.0923438045901841","-0.0332290196791115","-0.00162251858270731","-0.0808929085232039","-0.110800049609738","0.0659603916758807","0.177726322146381","0.129181241276431"
"1","CZ","-0.349634268479669","0.180614117494281","-0.0219837986506481","0.00101946660901223","-0.0224704725881848","-0.0737695259495867","0.111867143703055","0.0143058638688515","0.0414341009781485","0.0320987845453286","-0.0272726727910483","-0.0507832861397362","0.289935739476993","0.081428439073335","-0.0744392500104737","0.166800648690503","-0.0974366715365674","-0.1027049018169","0.0249014088911988","0.311688143342827","-0.0673024898485327"
"1","DE","0.176878041306408","0.354633598758966","0.49830927315412","-0.239715257598653","-0.115184412759964","-0.933658793408506","0.097272769919183","-0.637525277724572","0.00972837193425393","0.15865709128773","0.0595814054597857","-0.11482028679653","0.261241951568842","0.163063389625872","0.64327439608975","0.216105157567082","0.179698379276227","0.0735701182391494","-0.0328370536035492","0.193669584973471","-0.00163266706828047"
"1","DK","-0.723436019570883","0.118952298588828","0.0880390213139902","-0.138237744561411","-0.0188447149169563","0.483964584916781","0.206180655760324","-0.0920352173239239","0.0851511198416282","-0.0251044789835354","0.0362285742805297","0.00379550894712258","0.446978663725373","0.182800382370628","0.0422702095602286","0.0539867963881575","-0.0155126608916357","-0.0126638227835949","0.0156659849019437","0.144086594063085","0.0630072401152362"
"1","EE","-0.589240064110183","0.166494326897857","-0.0280779877233169","-0.0220339289857917","0.211350041812069","0.0280889781192569","0.0808036845347598","0.00544422053987132","-0.0179484190304579","0.0415553055804227","0.0830466464618234","0.0103453683212329","0.298239928183072","0.0631320056715764","0.219256105509046","0.162771912500152","-0.072660564063938","-0.0623413542146934","0.0242649957813024","0.329086967783729","-0.0291362397239047"
"1","ES","0.0679561786240235","0.107916429498901","0.0342683476098724","-0.0789351812337482","0.126634668519228","0.0617963448604752","0.0753365133662386","-0.663802996655363","0.0148497629652156","-0.141729824840161","0.0671808909588848","-0.020834861158149","0.294248529138569","0.11268341864346","0.134285305041861","0.057300627254486","0.00368837147794093","-0.00687555880777795","0.0150086322409661","0.19430797152721","0.0833252075506966"
"1","FI","-0.881040352695866","0.0584031548007503","-0.0349374747493724","-0.101116002508851","0.192216324899955","-0.0443592209988526","0.118436064259935","0.399546220080815","0.14097647220766","0.0278942756047834","0.0170010980579021","-0.0340228834860421","0.4048879625776","0.0802156120155407","0.0123990604238906","0.069178794924813","0.0141400727694673","-0.00258223211966042","0.054072477627709","0.192396168920681","0.0727869471431415"
"1","GB","-0.561671371117868","0.203475597939372","0.0350479543372801","-0.058524285531023","0.0851121007920033","-0.00840146626283421","0.0820142391279256","0.193695511541676","0.23443753779194","-0.0699558309248173","0.00791596940093376","0.00268617106783147","0.341516109131815","0.148456569164072","0.0377755977589245","0.119668154854559","-0.0339390717195262","0.0462488201609559","0","0.122592236413233","0.151363429922885"
"1","GR","-0.831342260808103","0.152288978843288","-0.0574598188390631","-0.0201488611667139","0.187276240316","0.0944627436436793","0.0105832623870694","0.156351670777615","0.147336707793875","0.00630607388954556","0.0521212810999468","0.0282360926396643","0.497349273664821","0.141834738490624","0.0400072940577755","0.16804617135148","-0.0836027210315029","0","-0.0581116387432848","0.228956052658844","0.026643956589564"
"1","HK","0.798429568102897","0.0987429505999999","0.0999403281291507","-0.0197359499927135","0.0353244051086996","0.0788121080252902","-0.00267822929210969","-1.24624184754264","0.129016305769327","-0.080151577278061","0.051736695207636","0.00760845428070724","0.337346915934222","0.0377947103365998","0.111478420384685","0.167584786224727","-0.0757843514060763","-0.0561484535168248","0.0576301677965138","0.19406948799401","0.0499019531305309"
"1","HR","-0.755913432700063","0.191598104313577","-0.189893070504551","0.145337294552053","0.326160530422236","0.046482815091572","-0.0344463378102942","-0.140168367645186","0.0873352828143981","-0.044567282745837","0.04908502835733","-0.0317763151763246","0.341632245326039","0.111878681127199","0.0864102276647632","0.296097388182768","0.0134097706499917","-0.0118434559697609","0.0595596721232111","0.179903679600085","-0.0203794028957206"
"1","HU","-0.383930160945005","0.0932037711946863","0.0424993898218937","0.0476326033967594","0.110693656753202","-0.0272733245367701","0.0645223985357719","0.0743530850886678","-0.0568609614356054","-0.0025527832115328","0.0467633622293574","0.00939400383371021","0.360517444639454","0.078056329042533","0.0626320732210229","0","0.0466908288414224","-0.06605286371367","0.00407840829632831","0.21014421569095","0.027631092441043"
"1","IE","-0.233572614647018","0.100690496276836","0","-0.114850298458888","-0.138348600775103","0.0374491953776049","-0.0429655766694175","0.162451973286959","0.223143599024932","0.0748621143654105","-0.0253486260783236","0.0506081255225554","0.381602644542691","0.0967273054723886","0","0.14694446156975","0.0018472997368942","-0.0588904220567248","0.0237507035978241","0.134259403689028","0.126573492984712"
"1","IS","0.23162798405357","-0.0217952074500643","0.0422950171274024","-0.13543670010578","0.0569721526680234","-0.236306128478828","0.14632048808882","0","0.0208785252466909","0.0454377653525381","0","0.0994666447528341","0.329607528488297","0.146684512138616","-0.0997497262626589","0.0715934856933727","-0.0321961628906015","-0.0140896184248096","0.0154685948488061","0.210821093551127","0.145128795426411"
"1","IT","-0.569607390580157","0.206444543060358","-0.00615582367225402","0.0174879257862527","0.0691410096026861","0.16125683873185","0.0511718093238994","-0.0253480292526443","0.0829976260377566","-0.0029267616512456","0.0444448557699158","0.00619800524374145","0.368687290981502","0.0705154397844797","0.0350729324702363","0.0782757180792676","-0.037611713518358","-0.0305657515403089","0","0.264408327455694","0.0203675283742081"
"1","KZ","-0.514842144246787","0.0264381194490357","0.115483024874396","-0.0353363358800998","0.0317778635262291","0.0468754929772319","0.0534498497446753","0.0368602164670086","-0.0257972997390087","0.0213408983907844","0.0888175210221945","0.0126091693061352","0.576656191755755","0.128649438222279","0.0679232223267972","0.0174003163851952","-0.00698772912194702","-0.0889921851347004","0.0455519045404663","0.104045575924853","0.0779134107152924"
"1","LI","-2.10603797876044","0.424242493515107","0","0","0","0","0.205265242409213","0","0.390668405778471","0.186311349876588","0.382568817974852","-0.0589859524407358","0.336839592959835","0.252179995588253","2.07736573233006","-0.848718883820218","0.37330125147871","-0.262692737851812","0.11530385607312","0.446318238575126","-0.554473240030179"
"1","LT","-1.30954652719944","0.166714357326775","1.19317140491648","0.105069371538691","0.0986780433589878","0.0253247288810639","-0.0041954500246261","0.312965546288932","0.0707158971805963","-0.0143253054062156","0.098752809072983","0.0472360409682729","0.386526466739976","0.107980325039641","-0.493953512861863","-0.138392626745762","-0.0130487242288718","-0.0282555902692474","0.0272777759048206","0.230570607403841","-0.0156268442510039"
"1","LU","-0.66228841455188","0.186183924683766","-0.317138284650947","0.175780832423301","0.0820708379027028","0.557308989440891","0.146713493659256","-0.180402985321648","0.206804228121803","0.104217919727742","-0.0105811920689869","0.000967268125944716","0.259030364443446","0.00874100850849232","0.0850057924700415","-0.097848101311051","0.136201865672003","0.0747891351444526","-0.0314786933052078","0.38460738661179","0.078718696228566"
"1","LV","-0.746497839170287","0.0245476023290682","0.144467546786036","-0.0986509386878774","0.264429078083126","-0.163434595869913","0.116709332530655","-0.0500832996808067","0.179047939078666","0.0574954684770968","0.0358044894348662","-0.0321910547273729","0.306278357167984","0.202733820552725","0.0731542921679578","0.0409650995108103","-0.0660432880156055","-0.125034338462499","-0.03346825766396","0.116221883714546","0.0914264742351873"
"1","MO","-0.299551476611052","0.207973129312749","0.0498801232133133","0.0303880720155241","0.0196176205439975","0.285675373011552","0.0729441067292443","0","0.0624827887613681","0.0256894492693102","0.0289798424649285","0.0314975333528826","0.229496680022774","0.0872520471189556","-0.0551562632736833","0.0606839672633127","-0.0881576245701998","0.011295889413796","0.0273225895094757","0.268839615469456","-0.0195767052699055"
"1","MY","-0.741111685542349","0.0849128285381812","0.0822208455458856","-0.057308044926274","0.0580175307109598","0","0.0778711429449617","-0.0139172939267641","0.28569629325719","0.0527491929339837","0.0459630353938469","-0.0621253968487813","0.525581897513043","0.136731026898329","-0.0179957549489565","-0.0122075773777523","-0.0493011190923845","-0.0139264433848049","0.045118137196063","0.129843098837474","0.0244267211963086"
"1","NL","-0.172932115389612","0.153472368308701","0.267321742893559","0.22434647437179","0.0485111289485602","-0.334779203179581","0.0403865701823286","0.27324083236864","0.0529722750178494","-0.231461578461311","-0.0722947645627046","-0.0379777972510005","0.146979946045766","0.0754368817120536","-0.0955135300507002","-0.000924380984561152","-0.0268587647742924","-0.0684082691004701","0.0314200518116671","0.335513725402969","0.0246659329835464"
"1","NO","-1.98047728736171","0.137898721466945","-0.206615247466122","-0.118293636159677","0.0834923779828004","1.5263818258681","0.0130253105470746","0.602011911414114","0.050167623981228","0.0777179589816243","0.0283969427429606","-0.00411934162272493","0.337063312510778","0.205824298876647","0.213826539013511","-0.0454053169429128","-0.0210998156537149","-0.100319086929938","0.0110677382756398","0.193962579521713","-0.01430956563719"
"1","NZ","-0.757348448085055","0.0911705398427918","0.176867567096614","0","0.0640499108044997","-0.133108155369856","0.0549511946638183","0.340372544182199","-0.0202157681307104","0.0602383572901425","0.0172562979393835","0.00121633223463588","0.342516281931725","0.170107283465277","0.0813887420193062","0.0735143257380187","-0.046822633929708","-0.0265555071215449","0.0572145705532232","0.128171528434663","0.0813008115317739"
"1","PE","-0.754773299185406","0.137064857250037","-0.0500955276872795","0.157300603084808","0.148053159947827","-0.0775823618453564","-0.0205142663355659","0.135151209198466","0.15907147833215","0.0356722536549551","0","-0.060301845129546","0.573071915211186","0.0418746497681986","0.0387255070674781","0.0158916919572342","-0.0427070729730194","0.0775731301250157","0.0548927370036771","0.133720477298941","0.0353919882904075"
"1","PL","-0.107541838307299","0.0391576057866871","0.100720916634388","0.0496191307703481","-0.0160632452666328","-0.162236509102876","0.0361603288554819","-0.0463125119157123","0.234975593188257","0","0.0637672972139785","0.0626764906510146","0.334823888727607","0.188273817525235","-0.0445217754585574","0.0319143837312461","-0.0440426213735131","-0.0577172395161874","-0.0136171333093287","0.155524141190336","-0.0291422122744631"
"1","PT","-1.40433365120181","0.168858121150023","0.177629072155143","0.0967913902588892","-0.0921934598493579","0.759336104339717","-0.0169130015762668","0.195811803607861","0.177677256880224","0.00880266304625516","0.0803885695065832","0.0457599363241278","0.414512821872728","0.147315286531302","0.16226240565519","-0.0264687066929342","-0.0176540506432662","-0.0766306857392709","-0.04787386561193","0.20528441956797","0.0735485675419798"
"1","QA","-0.450063596068188","0.114698587319073","-0.128257217958852","0.143719033690953","-0.0280204218336301","0.245870355403993","-0.0253476829828597","0.402340612440219","0.334203095594593","-0.210357360853092","-0.0288056757773063","-0.0100763434149536","0.447459790630284","-0.00799300919182299","-0.230702895163719","0.110852421528717","0.0853540823231618","0.0707449621299656","-0.0777741482937011","0.333824041219356","0.152317210118905"
"1","RO","-0.648745699429377","-0.0222145599225497","-0.104210835902484","0.084330721528256","0.117821274918749","0.0933121190731571","-0.0740209320196468","-0.0151712375378987","0.0737536426718067","0.0706630301107819","0.0893741531725568","-0.0202335646009126","0.455456280478776","0.0785120243089582","0.151095011772562","0.040422316146612","-0.0565442661787119","-0.0962279230897145","0.0573648197286755","0.213366007354627","0.0691032821487782"
"1","RU","-0.0930607904573588","0.0335816871512292","0.0862453466206206","-0.0659168219656314","0.0280537754118443","0.00687063438104204","0.059252320738079","-0.113082174957206","0.017135149747746","0.0555544907966364","0.0284552125017067","-0.0310355013444687","-0.100706906061972","0.0221320947598037","-0.0971521171061725","0.179927722911528","-0.0754599365969411","-0.0491765746448629","0.122846894959192","0.239452577140353","-0.0805729463134651"
"1","SG","-0.82452817473822","0.0927955804950607","-0.0337866214064125","0.0133797890422135","-0.00251019459725031","-0.00972995482547617","0.127294400524025","0.659808150568272","-0.0250645328501492","0","0.0401309614575114","-0.0474677630851182","0.408238589884829","0.0665940030389992","0.0383743789649289","0.00105857828553033","0.00853436016395175","0.0291691095128745","0.0669456368546495","0.191207385131576","-0.00598798025146571"
"1","SI","-0.621414634309105","0.281015736347738","0.252705996364172","0.00489294722713122","0.235171791850581","-0.12025738057649","0.0268923640802455","-0.0196490904222953","0.0451995341573041","-0.0518143078458983","0.0390501657349335","-0.0256521336570002","0.345081527765127","0.14044099888497","-0.244300731980465","0.125401764431107","-0.0356499616485078","0.0356464463224526","-0.0166719773585785","0.206904805152835","-0.0187008693576741"
"1","SK","-0.0534351709722695","0.10199703563702","0.250387685328954","-0.244148496241061","0.194813981986532","-0.317613179460594","0.0835097603927702","0.0359507862552426","0.102821494780107","0.103578255105035","-0.0258819586652986","-0.0290810470619356","0.377253883666666","0.139006336270437","-0.206245606172055","0.0886096286948927","-0.0384291030885743","0.130186290948093","-0.0399491051431699","0.264500276661638","0.0246743898772366"
"1","TN","-0.314395652532329","0.0797077250260929","-0.0393279565116462","0.0439339594129463","0.0392256816773822","0.0731955037270169","0.0806998889615264","0.00919210291104205","0.0451794511405064","0.0494887755092841","-0.13987005556245","0.0524809024530407","0.635592629990825","0.0870632825756906","-0.0857158362266158","0.155702466963935","-0.0632975763530103","-0.0414359140309755","0.0834439318204207","0.127292457418303","-0.0254413816201356"
"1","US","-0.482463756226385","0.171230334868514","0.0885300585194733","-0.0366944269259072","0.214732332719859","0.116489995864939","0.0885207246845068","0.0778801597993921","0.0512364077394563","0.0446444221696064","0","-0.0548609727843363","0.22995950553538","0.114567216962696","0.0231761760810121","-0.00477742103784657","-0.0886752761906836","0.04227452367148","0.0549461909483064","0.200342639530185","0.135163678723807"
